plate,prefix,number,suffix,province,region,vehicle_type
B8675WX,B,8675,WX,Jadetabek,Tangsel,Truck/Commercial
L1822PVX,L,1822,PVX,Surabaya,Surabaya,Private Car
B2743FKM,B,2743,FKM,Jadetabek,Bekasi Kab,Motorcycle
B1818PR,B,1818,PR,Jadetabek,Jakarta Pusat,Private Car
B7160ZPH,B,7160,ZPH,Jadetabek,Depok,Bus
DA7374DC,DA,7374,DC,Kalsel,Kalsel,Bus
DA276UO,DA,276,UO,Kalsel,Kalsel,Private Car
DD1333GI,DD,1333,GI,Sulsel,Sulsel,Private Car
B3076ZIF,B,3076,ZIF,Jadetabek,Depok,Motorcycle
B7742TZ,B,7742,TZ,Jadetabek,Jakarta Timur,Bus
B7946SO,B,7946,SO,Jadetabek,Jakarta Selatan,Bus
AA1965BMS,AA,1965,BMS,Kedu,Kedu,Private Car
AD8266TM,AD,8266,TM,Surakarta,Surakarta,Truck/Commercial
AB7079HQZ,AB,7079,HQZ,Yogyakarta,Yogyakarta,Bus
AD1124ZGZ,AD,1124,ZGZ,Surakarta,Surakarta,Private Car
B3241BW,B,3241,BW,Jadetabek,Jakarta Barat,Motorcycle
KB618MOE,KB,618,MOE,Kalbar,Kalbar,Private Car
B9234CFI,B,9234,CFI,Jadetabek,Tangerang Kota,Truck/Commercial
B8351FUF,B,8351,FUF,Jadetabek,Bekasi Kab,Truck/Commercial
B7363KIA,B,7363,KIA,Jadetabek,Bekasi Kota,Bus
D533DA,D,533,DA,Bandung Raya,Bandung Raya,Private Car
A2945NFE,A,2945,NFE,Banten,Banten,Motorcycle
B1900BQ,B,1900,BQ,Jadetabek,Jakarta Barat,Private Car
AE7428XS,AE,7428,XS,Madiun,Madiun,Bus
G9674BTL,G,9674,BTL,Pekalongan,Pekalongan,Truck/Commercial
AG71AP,AG,71,AP,Kediri,Kediri,Private Car
S479ZF,S,479,ZF,Bojonegoro,Bojonegoro,Private Car
AE6745LXN,AE,6745,LXN,Madiun,Madiun,Motorcycle
DB2443DW,DB,2443,DW,Sulut,Sulut,Motorcycle
T9703TA,T,9703,TA,Karawang/Purwakarta,Karawang/Purwakarta,Truck/Commercial
AE7660RJ,AE,7660,RJ,Madiun,Madiun,Bus
B8379WEX,B,8379,WEX,Jadetabek,Tangsel,Truck/Commercial
B3491FPI,B,3491,FPI,Jadetabek,Bekasi Kab,Motorcycle
B9705ZO,B,9705,ZO,Jadetabek,Depok,Truck/Commercial
K1472TW,K,1472,TW,Pati,Pati,Private Car
S7726SBX,S,7726,SBX,Bojonegoro,Bojonegoro,Bus
Z791KHV,Z,791,KHV,Tasikmalaya,Tasikmalaya,Private Car
S7535DD,S,7535,DD,Bojonegoro,Bojonegoro,Bus
P9554NL,P,9554,NL,Besuki,Besuki,Truck/Commercial
A6761BY,A,6761,BY,Banten,Banten,Motorcycle
B7241ED,B,7241,ED,Jadetabek,Depok,Bus
B7232BE,B,7232,BE,Jadetabek,Jakarta Barat,Bus
B7189FJ,B,7189,FJ,Jadetabek,Bekasi Kab,Bus
M8365PF,M,8365,PF,Madura,Madura,Truck/Commercial
AA7742QX,AA,7742,QX,Kedu,Kedu,Bus
L1326BLW,L,1326,BLW,Surabaya,Surabaya,Private Car
B5922FLI,B,5922,FLI,Jadetabek,Bekasi Kab,Motorcycle
A1826HZO,A,1826,HZO,Banten,Banten,Private Car
A7543IZZ,A,7543,IZZ,Banten,Banten,Bus
W506KH,W,506,KH,Sidoarjo,Sidoarjo,Private Car
M147RSA,M,147,RSA,Madura,Madura,Private Car
B7100CS,B,7100,CS,Jadetabek,Tangerang Kota,Bus
AA1491FXE,AA,1491,FXE,Kedu,Kedu,Private Car
B9106TU,B,9106,TU,Jadetabek,Jakarta Timur,Truck/Commercial
W7683YG,W,7683,YG,Sidoarjo,Sidoarjo,Bus
S7693BYC,S,7693,BYC,Bojonegoro,Bojonegoro,Bus
B1955BI,B,1955,BI,Jadetabek,Jakarta Barat,Private Car
B9411ZQ,B,9411,ZQ,Jadetabek,Depok,Truck/Commercial
B2038BX,B,2038,BX,Jadetabek,Jakarta Barat,Motorcycle
AD7789GN,AD,7789,GN,Surakarta,Surakarta,Bus
KB8229NLD,KB,8229,NLD,Kalbar,Kalbar,Truck/Commercial
AB9360KFC,AB,9360,KFC,Yogyakarta,Yogyakarta,Truck/Commercial
B129EQZ,B,129,EQZ,Jadetabek,Depok,Private Car
T7617TM,T,7617,TM,Karawang/Purwakarta,Karawang/Purwakarta,Bus
B1169CH,B,1169,CH,Jadetabek,Tangerang Kota,Private Car
L6422LIY,L,6422,LIY,Surabaya,Surabaya,Motorcycle
L9403PB,L,9403,PB,Surabaya,Surabaya,Truck/Commercial
B5684EM,B,5684,EM,Jadetabek,Depok,Motorcycle
AB240ACL,AB,240,ACL,Yogyakarta,Yogyakarta,Private Car
K876YWR,K,876,YWR,Pati,Pati,Private Car
DD1470EA,DD,1470,EA,Sulsel,Sulsel,Private Car
AG268GV,AG,268,GV,Kediri,Kediri,Private Car
DK2944RZI,DK,2944,RZI,Bali,Bali,Motorcycle
B3667SIM,B,3667,SIM,Jadetabek,Jakarta Selatan,Motorcycle
AG9739TMX,AG,9739,TMX,Kediri,Kediri,Truck/Commercial
B9106KTY,B,9106,KTY,Jadetabek,Bekasi Kota,Truck/Commercial
F1011GF,F,1011,GF,Bogor/Sukabumi,Bogor/Sukabumi,Private Car
W5578PB,W,5578,PB,Sidoarjo,Sidoarjo,Motorcycle
B7318PLQ,B,7318,PLQ,Jadetabek,Jakarta Pusat,Bus
AE1762LIB,AE,1762,LIB,Madiun,Madiun,Private Car
H8060AYT,H,8060,AYT,Semarang,Semarang,Truck/Commercial
AD1320IQ,AD,1320,IQ,Surakarta,Surakarta,Private Car
B3679ZX,B,3679,ZX,Jadetabek,Depok,Motorcycle
AA5656GRK,AA,5656,GRK,Kedu,Kedu,Motorcycle
DB5424VBG,DB,5424,VBG,Sulut,Sulut,Motorcycle
E5391YQK,E,5391,YQK,Cirebon/Indramayu,Cirebon/Indramayu,Motorcycle
B7889ELQ,B,7889,ELQ,Jadetabek,Depok,Bus
DD1504PJD,DD,1504,PJD,Sulsel,Sulsel,Private Car
K7173PEL,K,7173,PEL,Pati,Pati,Bus
L1064FNX,L,1064,FNX,Surabaya,Surabaya,Private Car
N7926DM,N,7926,DM,Malang,Malang,Bus
B2557PMR,B,2557,PMR,Jadetabek,Jakarta Pusat,Motorcycle
DD7892KD,DD,7892,KD,Sulsel,Sulsel,Bus
N1028KT,N,1028,KT,Malang,Malang,Private Car
AD8781EUA,AD,8781,EUA,Surakarta,Surakarta,Truck/Commercial
B9629CRT,B,9629,CRT,Jadetabek,Tangerang Kota,Truck/Commercial
DD7433IS,DD,7433,IS,Sulsel,Sulsel,Bus
B9642PMY,B,9642,PMY,Jadetabek,Jakarta Pusat,Truck/Commercial
A6909HB,A,6909,HB,Banten,Banten,Motorcycle
B8508CN,B,8508,CN,Jadetabek,Tangerang Kota,Truck/Commercial
B9760ZH,B,9760,ZH,Jadetabek,Depok,Truck/Commercial
DA7550BBJ,DA,7550,BBJ,Kalsel,Kalsel,Bus
B538ZGD,B,538,ZGD,Jadetabek,Depok,Private Car
B9444PML,B,9444,PML,Jadetabek,Jakarta Pusat,Truck/Commercial
B1236TYS,B,1236,TYS,Jadetabek,Jakarta Timur,Private Car
W2831UI,W,2831,UI,Sidoarjo,Sidoarjo,Motorcycle
KB1189YT,KB,1189,YT,Kalbar,Kalbar,Private Car
B7260WR,B,7260,WR,Jadetabek,Tangsel,Bus
KB8821YE,KB,8821,YE,Kalbar,Kalbar,Truck/Commercial
DB3057DYL,DB,3057,DYL,Sulut,Sulut,Motorcycle
W7136BX,W,7136,BX,Sidoarjo,Sidoarjo,Bus
B7947WXQ,B,7947,WXQ,Jadetabek,Tangsel,Bus
W1570WTN,W,1570,WTN,Sidoarjo,Sidoarjo,Private Car
R1912LAG,R,1912,LAG,Banyumas,Banyumas,Private Car
D4219UN,D,4219,UN,Bandung Raya,Bandung Raya,Motorcycle
DK6009EUC,DK,6009,EUC,Bali,Bali,Motorcycle
B1684BEQ,B,1684,BEQ,Jadetabek,Jakarta Barat,Private Car
AG188TM,AG,188,TM,Kediri,Kediri,Private Car
DD7813UDL,DD,7813,UDL,Sulsel,Sulsel,Bus
B3024EXB,B,3024,EXB,Jadetabek,Depok,Motorcycle
B7789ZZ,B,7789,ZZ,Jadetabek,Depok,Bus
DA2969HP,DA,2969,HP,Kalsel,Kalsel,Motorcycle
AE7095WTU,AE,7095,WTU,Madiun,Madiun,Bus
DA8167RWR,DA,8167,RWR,Kalsel,Kalsel,Truck/Commercial
G1999SFU,G,1999,SFU,Pekalongan,Pekalongan,Private Car
B7681CD,B,7681,CD,Jadetabek,Tangerang Kota,Bus
AD4421LEK,AD,4421,LEK,Surakarta,Surakarta,Motorcycle
S2214AP,S,2214,AP,Bojonegoro,Bojonegoro,Motorcycle
B8450KQ,B,8450,KQ,Jadetabek,Bekasi Kota,Truck/Commercial
B2746SLJ,B,2746,SLJ,Jadetabek,Jakarta Selatan,Motorcycle
N7909YW,N,7909,YW,Malang,Malang,Bus
K8296OQP,K,8296,OQP,Pati,Pati,Truck/Commercial
T9418TFL,T,9418,TFL,Karawang/Purwakarta,Karawang/Purwakarta,Truck/Commercial
DD7415XE,DD,7415,XE,Sulsel,Sulsel,Bus
R9271HI,R,9271,HI,Banyumas,Banyumas,Truck/Commercial
N9403EUQ,N,9403,EUQ,Malang,Malang,Truck/Commercial
H9417PWF,H,9417,PWF,Semarang,Semarang,Truck/Commercial
AA8159ZRA,AA,8159,ZRA,Kedu,Kedu,Truck/Commercial
B6757WEX,B,6757,WEX,Jadetabek,Tangsel,Motorcycle
B7071UX,B,7071,UX,Jadetabek,Jakarta Utara,Bus
B7619CJJ,B,7619,CJJ,Jadetabek,Tangerang Kota,Bus
DD7450PZ,DD,7450,PZ,Sulsel,Sulsel,Bus
AA5292NFC,AA,5292,NFC,Kedu,Kedu,Motorcycle
DB7043PEU,DB,7043,PEU,Sulut,Sulut,Bus
B6585ZFP,B,6585,ZFP,Jadetabek,Depok,Motorcycle
KB3612GAP,KB,3612,GAP,Kalbar,Kalbar,Motorcycle
D1185QRY,D,1185,QRY,Bandung Raya,Bandung Raya,Private Car
A7873SA,A,7873,SA,Banten,Banten,Bus
F1532XJ,F,1532,XJ,Bogor/Sukabumi,Bogor/Sukabumi,Private Car
DA3012EFT,DA,3012,EFT,Kalsel,Kalsel,Motorcycle
G6622NNW,G,6622,NNW,Pekalongan,Pekalongan,Motorcycle
DB8058YR,DB,8058,YR,Sulut,Sulut,Truck/Commercial
E138IH,E,138,IH,Cirebon/Indramayu,Cirebon/Indramayu,Private Car
DB3659EMU,DB,3659,EMU,Sulut,Sulut,Motorcycle
AB3911EO,AB,3911,EO,Yogyakarta,Yogyakarta,Motorcycle
H70WYD,H,70,WYD,Semarang,Semarang,Private Car
B7842PY,B,7842,PY,Jadetabek,Jakarta Pusat,Bus
K1409UL,K,1409,UL,Pati,Pati,Private Car
B7213CH,B,7213,CH,Jadetabek,Tangerang Kota,Bus
DK3278OLU,DK,3278,OLU,Bali,Bali,Motorcycle
AB7807RLF,AB,7807,RLF,Yogyakarta,Yogyakarta,Bus
DB8931ZGH,DB,8931,ZGH,Sulut,Sulut,Truck/Commercial
B9276FP,B,9276,FP,Jadetabek,Bekasi Kab,Truck/Commercial
M327RA,M,327,RA,Madura,Madura,Private Car
AD7521IL,AD,7521,IL,Surakarta,Surakarta,Bus
L8527KJK,L,8527,KJK,Surabaya,Surabaya,Truck/Commercial
R712DOR,R,712,DOR,Banyumas,Banyumas,Private Car
B9621BR,B,9621,BR,Jadetabek,Jakarta Barat,Truck/Commercial
DD8732QE,DD,8732,QE,Sulsel,Sulsel,Truck/Commercial
W7468AHW,W,7468,AHW,Sidoarjo,Sidoarjo,Bus
AG9533UP,AG,9533,UP,Kediri,Kediri,Truck/Commercial
DK8644NC,DK,8644,NC,Bali,Bali,Truck/Commercial
B7468SSO,B,7468,SSO,Jadetabek,Jakarta Selatan,Bus
B1224PC,B,1224,PC,Jadetabek,Jakarta Pusat,Private Car
F6116HU,F,6116,HU,Bogor/Sukabumi,Bogor/Sukabumi,Motorcycle
F6515QI,F,6515,QI,Bogor/Sukabumi,Bogor/Sukabumi,Motorcycle
H5521ZCZ,H,5521,ZCZ,Semarang,Semarang,Motorcycle
B8998EWF,B,8998,EWF,Jadetabek,Depok,Truck/Commercial
B6099ZDE,B,6099,ZDE,Jadetabek,Depok,Motorcycle
H8175UKN,H,8175,UKN,Semarang,Semarang,Truck/Commercial
AG8533CW,AG,8533,CW,Kediri,Kediri,Truck/Commercial
P1704GA,P,1704,GA,Besuki,Besuki,Private Car
P8821OFD,P,8821,OFD,Besuki,Besuki,Truck/Commercial
B1483UA,B,1483,UA,Jadetabek,Jakarta Utara,Private Car
A7306FGJ,A,7306,FGJ,Banten,Banten,Bus
R7207KXC,R,7207,KXC,Banyumas,Banyumas,Bus
AB7963IF,AB,7963,IF,Yogyakarta,Yogyakarta,Bus
H9143YD,H,9143,YD,Semarang,Semarang,Truck/Commercial
AG7411IH,AG,7411,IH,Kediri,Kediri,Bus
DD1839EAT,DD,1839,EAT,Sulsel,Sulsel,Private Car
N7410PQ,N,7410,PQ,Malang,Malang,Bus
AE7095FH,AE,7095,FH,Madiun,Madiun,Bus
DB1997HJH,DB,1997,HJH,Sulut,Sulut,Private Car
AG1463SC,AG,1463,SC,Kediri,Kediri,Private Car
B7758UM,B,7758,UM,Jadetabek,Jakarta Utara,Bus
S1482ZQA,S,1482,ZQA,Bojonegoro,Bojonegoro,Private Car
E3960VCG,E,3960,VCG,Cirebon/Indramayu,Cirebon/Indramayu,Motorcycle
AD5659JDG,AD,5659,JDG,Surakarta,Surakarta,Motorcycle
N4733IF,N,4733,IF,Malang,Malang,Motorcycle
B9537FMK,B,9537,FMK,Jadetabek,Bekasi Kab,Truck/Commercial
DB9318RQ,DB,9318,RQ,Sulut,Sulut,Truck/Commercial
B959ZJ,B,959,ZJ,Jadetabek,Depok,Private Car
S9988BP,S,9988,BP,Bojonegoro,Bojonegoro,Truck/Commercial
KB918AQE,KB,918,AQE,Kalbar,Kalbar,Private Car
K8415GW,K,8415,GW,Pati,Pati,Truck/Commercial
B7967SQ,B,7967,SQ,Jadetabek,Jakarta Selatan,Bus
H3981ZA,H,3981,ZA,Semarang,Semarang,Motorcycle
DA7457KJU,DA,7457,KJU,Kalsel,Kalsel,Bus
F6902TLH,F,6902,TLH,Bogor/Sukabumi,Bogor/Sukabumi,Motorcycle
P9359BU,P,9359,BU,Besuki,Besuki,Truck/Commercial
M7243QIM,M,7243,QIM,Madura,Madura,Bus
W1640MQA,W,1640,MQA,Sidoarjo,Sidoarjo,Private Car
L674KC,L,674,KC,Surabaya,Surabaya,Private Car
B4676ZM,B,4676,ZM,Jadetabek,Depok,Motorcycle
DD9862AQX,DD,9862,AQX,Sulsel,Sulsel,Truck/Commercial
S8226OT,S,8226,OT,Bojonegoro,Bojonegoro,Truck/Commercial
W9643EK,W,9643,EK,Sidoarjo,Sidoarjo,Truck/Commercial
KB9380KBK,KB,9380,KBK,Kalbar,Kalbar,Truck/Commercial
M7136JN,M,7136,JN,Madura,Madura,Bus
AD9680RZ,AD,9680,RZ,Surakarta,Surakarta,Truck/Commercial
B9179US,B,9179,US,Jadetabek,Jakarta Utara,Truck/Commercial
L2951MJR,L,2951,MJR,Surabaya,Surabaya,Motorcycle
K3131DJ,K,3131,DJ,Pati,Pati,Motorcycle
AD904EH,AD,904,EH,Surakarta,Surakarta,Private Car
DK21FUV,DK,21,FUV,Bali,Bali,Private Car
B5127PI,B,5127,PI,Jadetabek,Jakarta Pusat,Motorcycle
G4345UK,G,4345,UK,Pekalongan,Pekalongan,Motorcycle
M8279VAF,M,8279,VAF,Madura,Madura,Truck/Commercial
E7097ZLT,E,7097,ZLT,Cirebon/Indramayu,Cirebon/Indramayu,Bus
T7509OJN,T,7509,OJN,Karawang/Purwakarta,Karawang/Purwakarta,Bus
DD1807PQ,DD,1807,PQ,Sulsel,Sulsel,Private Car
AE261QZ,AE,261,QZ,Madiun,Madiun,Private Car
AB856XZ,AB,856,XZ,Yogyakarta,Yogyakarta,Private Car
B7300ZS,B,7300,ZS,Jadetabek,Depok,Bus
K8783GI,K,8783,GI,Pati,Pati,Truck/Commercial
W1802QB,W,1802,QB,Sidoarjo,Sidoarjo,Private Car
DA9551SF,DA,9551,SF,Kalsel,Kalsel,Truck/Commercial
B9600PH,B,9600,PH,Jadetabek,Jakarta Pusat,Truck/Commercial
A6495SNX,A,6495,SNX,Banten,Banten,Motorcycle
DK7390HFI,DK,7390,HFI,Bali,Bali,Bus
B1378ZS,B,1378,ZS,Jadetabek,Depok,Private Car
P9518LT,P,9518,LT,Besuki,Besuki,Truck/Commercial
AA8040NW,AA,8040,NW,Kedu,Kedu,Truck/Commercial
M6670ETQ,M,6670,ETQ,Madura,Madura,Motorcycle
AE6219FS,AE,6219,FS,Madiun,Madiun,Motorcycle
B9958PF,B,9958,PF,Jadetabek,Jakarta Pusat,Truck/Commercial
AD3817PQJ,AD,3817,PQJ,Surakarta,Surakarta,Motorcycle
S6239RX,S,6239,RX,Bojonegoro,Bojonegoro,Motorcycle
B8692SY,B,8692,SY,Jadetabek,Jakarta Selatan,Truck/Commercial
B7724KY,B,7724,KY,Jadetabek,Bekasi Kota,Bus
B1033UDY,B,1033,UDY,Jadetabek,Jakarta Utara,Private Car
B680PY,B,680,PY,Jadetabek,Jakarta Pusat,Private Car
DK7848SZ,DK,7848,SZ,Bali,Bali,Bus
B1664SR,B,1664,SR,Jadetabek,Jakarta Selatan,Private Car
B6416FLR,B,6416,FLR,Jadetabek,Bekasi Kab,Motorcycle
R9201RJW,R,9201,RJW,Banyumas,Banyumas,Truck/Commercial
F2112PT,F,2112,PT,Bogor/Sukabumi,Bogor/Sukabumi,Motorcycle
K5335ULU,K,5335,ULU,Pati,Pati,Motorcycle
H8203AP,H,8203,AP,Semarang,Semarang,Truck/Commercial
DD1078MFI,DD,1078,MFI,Sulsel,Sulsel,Private Car
K127QP,K,127,QP,Pati,Pati,Private Car
DB9878SB,DB,9878,SB,Sulut,Sulut,Truck/Commercial
A7790QE,A,7790,QE,Banten,Banten,Bus
H7762PGS,H,7762,PGS,Semarang,Semarang,Bus
T4605GC,T,4605,GC,Karawang/Purwakarta,Karawang/Purwakarta,Motorcycle
KB7535WJG,KB,7535,WJG,Kalbar,Kalbar,Bus
K7608KFF,K,7608,KFF,Pati,Pati,Bus
B7824FTZ,B,7824,FTZ,Jadetabek,Bekasi Kab,Bus
G8376KMU,G,8376,KMU,Pekalongan,Pekalongan,Truck/Commercial
R7041EOU,R,7041,EOU,Banyumas,Banyumas,Bus
B5602ZH,B,5602,ZH,Jadetabek,Depok,Motorcycle
B39BL,B,39,BL,Jadetabek,Jakarta Barat,Private Car
P7240MPU,P,7240,MPU,Besuki,Besuki,Bus
B9057ZMQ,B,9057,ZMQ,Jadetabek,Depok,Truck/Commercial
DD1776CUE,DD,1776,CUE,Sulsel,Sulsel,Private Car
AD9574VF,AD,9574,VF,Surakarta,Surakarta,Truck/Commercial
H4644JFF,H,4644,JFF,Semarang,Semarang,Motorcycle
AG9004UF,AG,9004,UF,Kediri,Kediri,Truck/Commercial
D9372RH,D,9372,RH,Bandung Raya,Bandung Raya,Truck/Commercial
DB1448YJK,DB,1448,YJK,Sulut,Sulut,Private Car
T8508PD,T,8508,PD,Karawang/Purwakarta,Karawang/Purwakarta,Truck/Commercial
G330LF,G,330,LF,Pekalongan,Pekalongan,Private Car
L7282IK,L,7282,IK,Surabaya,Surabaya,Bus
A2825PQY,A,2825,PQY,Banten,Banten,Motorcycle
DA272EOW,DA,272,EOW,Kalsel,Kalsel,Private Car
DB7543IM,DB,7543,IM,Sulut,Sulut,Bus
H4850OF,H,4850,OF,Semarang,Semarang,Motorcycle
KB4178WPW,KB,4178,WPW,Kalbar,Kalbar,Motorcycle
M8598BJJ,M,8598,BJJ,Madura,Madura,Truck/Commercial
B7838ZN,B,7838,ZN,Jadetabek,Depok,Bus
B8345ZA,B,8345,ZA,Jadetabek,Depok,Truck/Commercial
D7056HJ,D,7056,HJ,Bandung Raya,Bandung Raya,Bus
KB9116PYK,KB,9116,PYK,Kalbar,Kalbar,Truck/Commercial
B1748TJB,B,1748,TJB,Jadetabek,Jakarta Timur,Private Car
B5371ZPM,B,5371,ZPM,Jadetabek,Depok,Motorcycle
F3370QLW,F,3370,QLW,Bogor/Sukabumi,Bogor/Sukabumi,Motorcycle
F8809BIZ,F,8809,BIZ,Bogor/Sukabumi,Bogor/Sukabumi,Truck/Commercial
B1219KH,B,1219,KH,Jadetabek,Bekasi Kota,Private Car
KB4146SNE,KB,4146,SNE,Kalbar,Kalbar,Motorcycle
D8158RI,D,8158,RI,Bandung Raya,Bandung Raya,Truck/Commercial
K7934UW,K,7934,UW,Pati,Pati,Bus
B7065CFC,B,7065,CFC,Jadetabek,Tangerang Kota,Bus
Z8421GY,Z,8421,GY,Tasikmalaya,Tasikmalaya,Truck/Commercial
Z9979EW,Z,9979,EW,Tasikmalaya,Tasikmalaya,Truck/Commercial
E1278IQ,E,1278,IQ,Cirebon/Indramayu,Cirebon/Indramayu,Private Car
F1678XXY,F,1678,XXY,Bogor/Sukabumi,Bogor/Sukabumi,Private Car
F1749PCO,F,1749,PCO,Bogor/Sukabumi,Bogor/Sukabumi,Private Car
DK9230DQF,DK,9230,DQF,Bali,Bali,Truck/Commercial
R2886GXL,R,2886,GXL,Banyumas,Banyumas,Motorcycle
DA109KQ,DA,109,KQ,Kalsel,Kalsel,Private Car
F8521ND,F,8521,ND,Bogor/Sukabumi,Bogor/Sukabumi,Truck/Commercial
KB701YM,KB,701,YM,Kalbar,Kalbar,Private Car
N3185FV,N,3185,FV,Malang,Malang,Motorcycle
G4187MI,G,4187,MI,Pekalongan,Pekalongan,Motorcycle
H7532TWQ,H,7532,TWQ,Semarang,Semarang,Bus
E7400LP,E,7400,LP,Cirebon/Indramayu,Cirebon/Indramayu,Bus
DD1713WQS,DD,1713,WQS,Sulsel,Sulsel,Private Car
DD2297GXS,DD,2297,GXS,Sulsel,Sulsel,Motorcycle
H6285AG,H,6285,AG,Semarang,Semarang,Motorcycle
B7173WE,B,7173,WE,Jadetabek,Tangsel,Bus
B8873KUE,B,8873,KUE,Jadetabek,Bekasi Kota,Truck/Commercial
Z8146QXX,Z,8146,QXX,Tasikmalaya,Tasikmalaya,Truck/Commercial
AE7873EBK,AE,7873,EBK,Madiun,Madiun,Bus
G9154GAN,G,9154,GAN,Pekalongan,Pekalongan,Truck/Commercial
Z916YBU,Z,916,YBU,Tasikmalaya,Tasikmalaya,Private Car
AA5616LYS,AA,5616,LYS,Kedu,Kedu,Motorcycle
Z3342BGG,Z,3342,BGG,Tasikmalaya,Tasikmalaya,Motorcycle
L1231NKK,L,1231,NKK,Surabaya,Surabaya,Private Car
AG7796ONN,AG,7796,ONN,Kediri,Kediri,Bus
DA680DS,DA,680,DS,Kalsel,Kalsel,Private Car
K688ZH,K,688,ZH,Pati,Pati,Private Car
A9094BQZ,A,9094,BQZ,Banten,Banten,Truck/Commercial
W7832GOV,W,7832,GOV,Sidoarjo,Sidoarjo,Bus
B7291WU,B,7291,WU,Jadetabek,Tangsel,Bus
B2973EIJ,B,2973,EIJ,Jadetabek,Depok,Motorcycle
DK2067DM,DK,2067,DM,Bali,Bali,Motorcycle
H8185CUQ,H,8185,CUQ,Semarang,Semarang,Truck/Commercial
AA8853HJ,AA,8853,HJ,Kedu,Kedu,Truck/Commercial
DB7270NL,DB,7270,NL,Sulut,Sulut,Bus
KB8758QI,KB,8758,QI,Kalbar,Kalbar,Truck/Commercial
W3116FYN,W,3116,FYN,Sidoarjo,Sidoarjo,Motorcycle
K7068PP,K,7068,PP,Pati,Pati,Bus
M477RQ,M,477,RQ,Madura,Madura,Private Car
B8274BBM,B,8274,BBM,Jadetabek,Jakarta Barat,Truck/Commercial
B920WG,B,920,WG,Jadetabek,Tangsel,Private Car
B7477EVA,B,7477,EVA,Jadetabek,Depok,Bus
DA964EH,DA,964,EH,Kalsel,Kalsel,Private Car
AA9081BTD,AA,9081,BTD,Kedu,Kedu,Truck/Commercial
B7382FFE,B,7382,FFE,Jadetabek,Bekasi Kab,Bus
F8615PR,F,8615,PR,Bogor/Sukabumi,Bogor/Sukabumi,Truck/Commercial
AD2657ON,AD,2657,ON,Surakarta,Surakarta,Motorcycle
L8046OG,L,8046,OG,Surabaya,Surabaya,Truck/Commercial
B5318WYO,B,5318,WYO,Jadetabek,Tangsel,Motorcycle
B1419SS,B,1419,SS,Jadetabek,Jakarta Selatan,Private Car
B9437TFW,B,9437,TFW,Jadetabek,Jakarta Timur,Truck/Commercial
AB4049BF,AB,4049,BF,Yogyakarta,Yogyakarta,Motorcycle
B7049FKF,B,7049,FKF,Jadetabek,Bekasi Kab,Bus
B9066TOF,B,9066,TOF,Jadetabek,Jakarta Timur,Truck/Commercial
AB973THA,AB,973,THA,Yogyakarta,Yogyakarta,Private Car
DB4605MI,DB,4605,MI,Sulut,Sulut,Motorcycle
DK8446VZP,DK,8446,VZP,Bali,Bali,Truck/Commercial
B5157WNS,B,5157,WNS,Jadetabek,Tangsel,Motorcycle
Z9280VT,Z,9280,VT,Tasikmalaya,Tasikmalaya,Truck/Commercial
F9518UX,F,9518,UX,Bogor/Sukabumi,Bogor/Sukabumi,Truck/Commercial
Z7855ES,Z,7855,ES,Tasikmalaya,Tasikmalaya,Bus
B7584CBP,B,7584,CBP,Jadetabek,Tangerang Kota,Bus
G7854UK,G,7854,UK,Pekalongan,Pekalongan,Bus
AA7720NH,AA,7720,NH,Kedu,Kedu,Bus
L9350SXP,L,9350,SXP,Surabaya,Surabaya,Truck/Commercial
AA5199WYY,AA,5199,WYY,Kedu,Kedu,Motorcycle
P4543LOA,P,4543,LOA,Besuki,Besuki,Motorcycle
B632FB,B,632,FB,Jadetabek,Bekasi Kab,Private Car
K7924WY,K,7924,WY,Pati,Pati,Bus
T7559XXX,T,7559,XXX,Karawang/Purwakarta,Karawang/Purwakarta,Bus
B1897EMS,B,1897,EMS,Jadetabek,Depok,Private Car
AG537YQ,AG,537,YQ,Kediri,Kediri,Private Car
AG298SXL,AG,298,SXL,Kediri,Kediri,Private Car
AD9432JSR,AD,9432,JSR,Surakarta,Surakarta,Truck/Commercial
B9141KNW,B,9141,KNW,Jadetabek,Bekasi Kota,Truck/Commercial
L7065CGI,L,7065,CGI,Surabaya,Surabaya,Bus
B1184SB,B,1184,SB,Jadetabek,Jakarta Selatan,Private Car
P8751AAA,P,8751,AAA,Besuki,Besuki,Truck/Commercial
AE9004PX,AE,9004,PX,Madiun,Madiun,Truck/Commercial
N9134GRS,N,9134,GRS,Malang,Malang,Truck/Commercial
AE7042IQ,AE,7042,IQ,Madiun,Madiun,Bus
R9417UW,R,9417,UW,Banyumas,Banyumas,Truck/Commercial
DB7148GX,DB,7148,GX,Sulut,Sulut,Bus
K8256CF,K,8256,CF,Pati,Pati,Truck/Commercial
B9168TMB,B,9168,TMB,Jadetabek,Jakarta Timur,Truck/Commercial
S3962JE,S,3962,JE,Bojonegoro,Bojonegoro,Motorcycle
B600UYK,B,600,UYK,Jadetabek,Jakarta Utara,Private Car
H8069HT,H,8069,HT,Semarang,Semarang,Truck/Commercial
B9878TZ,B,9878,TZ,Jadetabek,Jakarta Timur,Truck/Commercial
Z4050PBD,Z,4050,PBD,Tasikmalaya,Tasikmalaya,Motorcycle
G1970BEE,G,1970,BEE,Pekalongan,Pekalongan,Private Car
A7175PR,A,7175,PR,Banten,Banten,Bus
